City,State,Pop,Size
Oak Grove ,MN,"8,245",4
Plymouth ,WI,"8,241",4
Chatham,NJ,"8,212",4
Palmer ,AK,"8,201",4
Fort Valley ,GA,"8,200",4
Dardenne Prairie ,MO,"8,197",4
La Follette ,TN,"8,194",4
Ladue ,MO,"8,193",4
Harrodsburg ,KY,"8,192",4
West Frankfort ,IL,"8,190",4
Sunset Hills ,MO,"8,190",4
Ville Platte ,LA,"8,190",4
Belgrade ,MT,"8,185",4
Murphysboro ,IL,"8,184",4
Oak Island,NC,"8,180",4
New Albany ,MS,"8,178",4
Knightdale,NC,"8,174",4
Perryville ,MO,"8,172",4
University Park,IL,"8,171",4
Olmsted Falls ,OH,"8,168",4
Monroe,NY,"8,168",4
Snoqualmie ,WA,"8,161",4
Jefferson City ,TN,"8,156",4
Greenville ,MI,"8,154",4
Cloverdale ,CA,"8,153",4
Poulsbo ,WA,"8,149",4
Spotswood,NJ,"8,145",4
Detroit Lakes ,MN,"8,141",4
Oakdale ,LA,"8,140",4
St. Marys ,OH,"8,138",4
Center Line ,MI,"8,135",4
Spring Lake,NC,"8,133",4
Frederick,CO,"8,127",4
Riverdale ,UT,"8,126",4
Danville,IN,"8,124",4
Little Falls ,MN,"8,121",4
Ashland ,WI,"8,118",4
Butler,NJ,"8,118",4
Firestone,CO,"8,117",4
Fife ,WA,"8,114",4
Doylestown,PA,"8,113",4
Alliance ,NE,"8,109",4
Miles City ,MT,"8,102",4
Long Grove,IL,"8,101",4
Mason ,MI,"8,099",4
Newton,NJ,"8,096",4
Richland Hills ,TX,"8,094",4
Fairview,TX,"8,093",4
Lakeland ,TN,"8,093",4
Caribou ,ME,"8,093",4
Winnemucca ,NV,"8,085",4
Wagoner ,OK,"8,081",4
Smithville ,MO,"8,079",4
Trophy Club,TX,"8,069",4
Hawthorn Woods,IL,"8,067",4
Lincoln City ,OR,"8,066",4
Harwood Heights,IL,"8,058",4
Kenton ,OH,"8,052",4
Bay St. Louis ,MS,"8,052",4
Breaux Bridge ,LA,"8,047",4
Bay Minette ,AL,"8,043",4
Gettysburg,PA,"8,040",4
Price ,UT,"8,039",4
Union ,SC,"8,039",4
Seneca ,SC,"8,038",4
Scotia,NY,"8,033",4
Castle Shannon,PA,"8,028",4
Mahtomedi ,MN,"8,025",4
Monessen ,PA,"8,024",4
Bluffdale ,UT,"8,016",4
Ilion,NY,"8,015",4
Port Jefferson,NY,"8,012",4
Lenoir City ,TN,"8,010",4
Abingdon,VA,"8,009",4
Eaton ,OH,"8,005",4
White Oak,PA,"8,003",4
Franklin ,KY,"7,997",4
Holly Springs ,MS,"7,994",4
Briarcliff Manor,NY,"7,986",4
Calumet Park,IL,"7,980",4
Park City ,UT,"7,980",4
Bellevue,PA,"7,980",4
Philadelphia ,MS,"7,977",4
West Dundee,IL,"7,975",4
Lampasas ,TX,"7,975",4
York ,SC,"7,967",4
Ellwood City,PA,"7,966",4
London ,KY,"7,962",4
Lincolnshire,IL,"7,960",4
Cleveland ,TX,"7,960",4
Mapleton ,UT,"7,954",4
Lamar ,CO,"7,953",4
Port Orchard ,WA,"7,953",4
Collegedale ,TN,"7,947",4
Croton-on-Hudson,NY,"7,943",4
Fort Scott ,KS,"7,941",4
Downingtown,PA,"7,937",4
Milan ,TN,"7,934",4
Elsmere ,KY,"7,932",4
Bridgeport ,WV,"7,928",4
D'Iberville ,MS,"7,928",4
Arab ,AL,"7,924",4
Berlin,NJ,"7,922",4
Carnegie,PA,"7,920",4
Hastings-on-Hudson,NY,"7,919",4
Antigo ,WI,"7,917",4
Bogota,NJ,"7,917",4
Osceola ,AR,"7,914",4
Jefferson ,GA,"7,911",4
Rensselaer ,NY,"7,907",4
Decorah ,IA,"7,906",4
Rincon,GA,"7,905",4
Unionville,NC,"7,899",4
Sheboygan Falls ,WI,"7,895",4
Angola ,IN,"7,894",4
Brookhaven,PA,"7,886",4
Northfield ,NJ,"7,885",4
South Boston,VA,"7,884",4
Hailey ,ID,"7,883",4
Batesville ,MS,"7,880",4
North Bay Village ,FL,"7,878",4
Black Mountain,NC,"7,877",4
Chestnut Ridge,NY,"7,871",4
Ivins ,UT,"7,870",4
Fairview ,TN,"7,870",4
York ,NE,"7,870",4
Vinton,VA,"7,868",4
Winchester ,TN,"7,862",4
Rolling Hills Estates ,CA,"7,860",4
Lexington ,TN,"7,860",4
Crescent City ,CA,"7,852",4
Pulaski ,TN,"7,847",4
Monona ,WI,"7,837",4
Clarkston ,GA,"7,836",4
Chester ,IL,"7,835",4
Clairton ,PA,"7,832",4
Helotes ,TX,"7,831",4
Bellevue ,OH,"7,831",4
Versailles ,KY,"7,828",4
Jefferson ,WI,"7,822",4
Hartsville,TN,"7,822",4
Clear Lake ,IA,"7,820",4
Flushing ,MI,"7,815",4
East Grand Forks ,MN,"7,812",4
Lake Dallas ,TX,"7,811",4
Rio Vista ,CA,"7,804",4
Pecos ,TX,"7,804",4
Heath ,TX,"7,793",4
Crookston ,MN,"7,790",4
Blair ,NE,"7,789",4
Corrales,NM,"7,787",4
Park City ,KS,"7,787",4
Oradell,NJ,"7,780",4
South Amboy ,NJ,"7,777",4
Ojai ,CA,"7,775",4
Silvis ,IL,"7,770",4
McFarland,WI,"7,767",4
Broussard ,LA,"7,767",4
Sanger ,TX,"7,766",4
Iron Mountain ,MI,"7,763",4
Hillsdale ,MI,"7,762",4
Montpelier ,VT,"7,760",4
Fountain Inn ,SC,"7,760",4
Pleasant Hills,PA,"7,751",4
Bernardsville,NJ,"7,750",4
Kenai ,AK,"7,742",4
Wellington ,KS,"7,735",4
Orono ,MN,"7,732",4
Villa Hills ,KY,"7,727",4
Whitehouse ,TX,"7,724",4
Webster City ,IA,"7,720",4
Wetumpka ,AL,"7,719",4
Frostburg ,MD,"7,719",4
Grove City,PA,"7,715",4
Old Town ,ME,"7,709",4
Morehead ,KY,"7,707",4
Geneseo,NY,"7,702",4
Summerfield,NC,"7,693",4
Cambridge ,MN,"7,692",4
Hubbard ,OH,"7,688",4
Franklin ,LA,"7,680",4
Gering ,NE,"7,679",4
Northport,NY,"7,676",4
Inverness,IL,"7,673",4
Grand Ledge ,MI,"7,669",4
Swainsboro ,GA,"7,667",4
Dunbar ,WV,"7,664",4
Pearsall ,TX,"7,663",4
Dexter ,MO,"7,661",4
Tallulah ,LA,"7,658",4
Flatwoods ,KY,"7,655",4
Branson ,MO,"7,651",4
Stone Mountain ,GA,"7,650",4
Rhinelander ,WI,"7,649",4
DuBois ,PA,"7,648",4
Groveland ,FL,"7,647",4
Floresville ,TX,"7,639",4
Payette ,ID,"7,637",4
Hyrum ,UT,"7,636",4
Ripley ,TN,"7,636",4
Broadview,IL,"7,625",4
Wilson,PA,"7,625",4
Fort Lupton ,CO,"7,620",4
Kenilworth,NJ,"7,619",4
Huron ,CA,"7,606",4
Calipatria ,CA,"7,594",4
Creston ,IA,"7,594",4
Haddon Heights,NJ,"7,589",4
Wahpeton ,ND,"7,585",4
Hales Corners,WI,"7,574",4
Hillview ,KY,"7,572",4
Bladensburg,MD,"7,568",4
Montvale,NJ,"7,566",4
Fort Mitchell ,KY,"7,562",4
Navasota ,TX,"7,558",4
Clayton,NJ,"7,553",4
Grand Blanc ,MI,"7,551",4
Pittston ,PA,"7,547",4
LaFayette ,GA,"7,536",4
Rogers ,MN,"7,536",4
Donaldsonville ,LA,"7,527",4
Tell City ,IN,"7,526",4
Fort Stockton ,TX,"7,526",4
Marengo ,IL,"7,520",4
Sebastopol ,CA,"7,518",4
Newport ,TN,"7,515",4
Livingston ,MT,"7,500",4
Princeton ,IL,"7,496",4
Auburn ,GA,"7,496",4
Lake Elmo ,MN,"7,484",4
Ione ,CA,"7,480",4
Aurora ,MO,"7,478",4
Keyport,NJ,"7,476",4
Charles City ,IA,"7,470",4
Hartsville ,SC,"7,465",4
Treasure Island ,FL,"7,455",4
Calimesa ,CA,"7,454",4
Bloomingdale,NJ,"7,454",4
Wood-Ridge,NJ,"7,453",4
Marble Falls ,TX,"7,451",4
Olivette ,MO,"7,449",4
Salem ,IL,"7,446",4
Logan ,OH,"7,436",4
McCook ,NE,"7,436",4
Rockland ,ME,"7,436",4
Atmore ,AL,"7,428",4
Shorewood ,MN,"7,426",4
Fruita ,CO,"7,418",4
Woodlake ,CA,"7,418",4
Atherton,CA,"7,406",4
Mount Carmel ,IL,"7,404",4
Newport ,AR,"7,404",4
Mammoth Lakes,CA,"7,402",4
Hempstead ,TX,"7,401",4
Warrenton ,MO,"7,398",4
Senatobia ,MS,"7,398",4
Maryville,IL,"7,397",4
Ripon ,WI,"7,396",4
Farmville,VA,"7,396",4
Greenville ,IL,"7,379",4
Camp Hill,PA,"7,378",4
Dayton ,TX,"7,371",4
Kosciusko ,MS,"7,371",4
Yreka ,CA,"7,368",4
Shamokin ,PA,"7,367",4
Kirtland ,OH,"7,362",4
Chehalis ,WA,"7,361",4
Alamo Heights ,TX,"7,353",4
Jasper ,TX,"7,353",4
Emerson,NJ,"7,353",4
Demopolis ,AL,"7,350",4
Palmyra,NJ,"7,350",4
Huron ,OH,"7,348",4
Ephrata ,WA,"7,344",4
Millersville,PA,"7,341",4
Sandwich ,IL,"7,337",4
Atoka,TN,"7,334",4
Carl Junction ,MO,"7,327",4
Belen ,NM,"7,325",4
Charlestown ,IN,"7,324",4
Savannah ,TN,"7,320",4
Stayton ,OR,"7,319",4
Longboat Key,FL,"7,309",4
Gonzales ,TX,"7,298",4
Raritan,NJ,"7,289",4
Conover ,NC,"7,286",4
Ketchikan ,AK,"7,280",4
Jersey Village ,TX,"7,279",4
St. Johns ,MI,"7,278",4
Inverness ,FL,"7,276",4
Marshfield ,MO,"7,274",4
Escalon ,CA,"7,271",4
Pacific ,MO,"7,268",4
Russellville ,KY,"7,268",4
Lander ,WY,"7,264",4
Rumson,NJ,"7,264",4
Molalla ,OR,"7,263",4
Amory ,MS,"7,262",4
St. Francis ,MN,"7,261",4
Seaford ,DE,"7,260",4
Richland ,MS,"7,258",4
Knoxville ,IA,"7,254",4
Washington ,IA,"7,254",4
St. Albans ,VT,"7,250",4
Newcastle ,OK,"7,250",4
Mount Joy,PA,"7,249",4
Baldwinsville,NY,"7,247",4
Wauseon ,OH,"7,246",4
Centerville ,GA,"7,240",4
Bloomfield ,NM,"7,234",4
Mukwonago,WI,"7,232",4
Southwest Ranches,FL,"7,229",4
Dade City ,FL,"7,223",4
Richfield ,UT,"7,217",4
Linwood ,NJ,"7,216",4
Live Oak ,FL,"7,215",4
Oak Hill ,WV,"7,211",4
Winthrop Harbor,IL,"7,210",4
Corning ,CA,"7,207",4
Clarkston ,WA,"7,207",4
Brighton ,MI,"7,204",4
Heber Springs ,AR,"7,203",4
Glenolden,PA,"7,203",4
Bayville,NY,"7,202",4
Hitchcock ,TX,"7,201",4
Tolleson ,AZ,"7,199",4
Globe ,AZ,"7,197",4
Orland Hills,IL,"7,195",4
Denison ,IA,"7,184",4
Brentwood ,MO,"7,182",4
Three Rivers ,MI,"7,179",4
Pleasant Hill ,MO,"7,178",4
Orland ,CA,"7,174",4
Lowell ,AR,"7,173",4
Forest City,NC,"7,172",4
Cotati ,CA,"7,169",4
Clewiston ,FL,"7,167",4
Manhattan,IL,"7,166",4
Fayetteville ,TN,"7,166",4
Williston Park,NY,"7,162",4
Crystal City ,TX,"7,161",4
Bonner Springs ,KS,"7,161",4
Sausalito ,CA,"7,158",4
Clinton ,IL,"7,154",4
Nappanee ,IN,"7,153",4
Middletown ,KY,"7,147",4
Pleasantville,NY,"7,146",4
Blackwell ,OK,"7,144",4
Caldwell,NJ,"7,133",4
Selah ,WA,"7,126",4
Hatboro,PA,"7,125",4
Lanett ,AL,"7,121",4
Marshall ,MI,"7,121",4
Kennedale ,TX,"7,115",4
Signal Mountain,TN,"7,109",4
Sutherlin ,OR,"7,108",4
Ellsworth ,ME,"7,103",4
Ashland,VA,"7,100",4
New Albany,OH,"7,088",4
Fanwood,NJ,"7,088",4
Fairfax,CA,"7,066",4
Austell ,GA,"7,062",4
Elon,NC,"7,060",4
Prosper,TX,"7,053",4
Pleasant View ,UT,"7,052",4
North Caldwell,NJ,"7,051",4
Stratford,NJ,"7,049",4
New Cumberland,PA,"7,048",4
La Junta ,CO,"7,046",4
Moncks Corner,SC,"7,044",4
Ocean City,MD,"7,042",4
Oneonta ,AL,"7,040",4
Smithfield,VA,"7,034",4
Camden ,SC,"7,033",4
Dalhart ,TX,"7,032",4
Nebraska City ,NE,"7,032",4
Fairlawn ,OH,"7,030",4
Ambridge,PA,"7,024",4
St. Martinville ,LA,"7,024",4
La Feria ,TX,"7,023",4
Greenville ,AL,"7,022",4
Liberty Lake ,WA,"7,018",4
Flowood ,MS,"7,016",4
Gig Harbor ,WA,"7,008",4
Lexington ,VA,"7,003",4
Great Neck Plaza,NY,"7,001",4
Bellbrook ,OH,"7,000",4
Palmyra,PA,"6,997",4
Hudsonville ,MI,"6,997",4
Mendota ,IL,"6,995",4
Dunellen,NJ,"6,993",4
Norwich ,NY,"6,992",4
Mount Vernon ,IN,"6,980",4
Youngsville ,LA,"6,980",4
Ridley Park,PA,"6,979",4
Winters ,CA,"6,977",4
Trinity ,NC,"6,977",4
Walden,NY,"6,977",4
Elkins ,WV,"6,976",4
Firebaugh ,CA,"6,972",4
St. Louis ,MI,"6,971",4
Herkimer,NY,"6,970",4
River Oaks ,TX,"6,965",4
Milltown,NJ,"6,965",4
Roeland Park ,KS,"6,960",4
Benton ,IL,"6,957",4
Selma,NC,"6,948",4
DuPont ,WA,"6,944",4
Barrington,NJ,"6,939",4
Page ,AZ,"6,928",4
Kronenwetter,WI,"6,927",4
Aztec ,NM,"6,927",4
Hudson ,NY,"6,925",4
Beebe ,AR,"6,921",4
Mount Sterling ,KY,"6,921",4
Fultondale ,AL,"6,918",4
Sturtevant,WI,"6,913",4
King ,NC,"6,906",4
Plattsmouth ,NE,"6,902",4
Houghton ,MI,"6,878",4
Hood River ,OR,"6,877",4
Walled Lake ,MI,"6,876",4
Silsbee ,TX,"6,870",4
Santa Clara ,UT,"6,866",4
Canfield ,OH,"6,862",4
Quincy ,FL,"6,858",4
Hastings ,MI,"6,858",4
Bonne Terre ,MO,"6,854",4
Oak Grove ,MO,"6,852",4
Idabel ,OK,"6,851",4
Thomson ,GA,"6,848",4
Seward ,NE,"6,841",4
Nyack,NY,"6,833",4
Folcroft,PA,"6,823",4
Rathdrum ,ID,"6,821",4
Skiatook,OK,"6,820",4
Black Jack ,MO,"6,818",4
Fox Point,WI,"6,816",4
Crockett ,TX,"6,815",4
Pinson ,AL,"6,813",4
East Hills,NY,"6,809",4
Galax ,VA,"6,808",4
Seminole ,OK,"6,804",4
Marion ,SC,"6,801",4
Bel Aire ,KS,"6,797",4
Waite Park ,MN,"6,796",4
Loomis,CA,"6,795",4
Trumann ,AR,"6,794",4
Pineville,NC,"6,791",4
Tremonton ,UT,"6,789",4
Buda ,TX,"6,788",4
Delafield ,WI,"6,787",4
Milton ,WA,"6,786",4
Perry ,FL,"6,785",4
Nitro ,WV,"6,784",4
Truth or Consequences ,NM,"6,784",4
Neptune Beach ,FL,"6,781",4
Atlantic ,IA,"6,777",4
Arcadia ,FL,"6,771",4
Dayton ,TN,"6,771",4
Independence ,OH,"6,770",4
Church Hill ,TN,"6,765",4
Midland Park,NJ,"6,763",4
Huntingdon,PA,"6,759",4
Jackson,WI,"6,755",4
Altoona ,WI,"6,753",4
Plaquemine ,LA,"6,751",4
Blakely,PA,"6,747",4
Boonville ,IN,"6,746",4
Taylor Mill ,KY,"6,746",4
New London ,WI,"6,745",4
Johnsburg,IL,"6,734",4
Delphos ,OH,"6,730",4
Sullivan ,MO,"6,726",4
Warwick,NY,"6,724",4
Belfast ,ME,"6,721",4
Grafton,OH,"6,716",4
Brevard ,NC,"6,716",4
Pocahontas ,AR,"6,713",4
New Prague ,MN,"6,712",4
Devils Lake ,ND,"6,708",4
Mount Horeb,WI,"6,703",4
Mascoutah ,IL,"6,701",4
Washington,NJ,"6,693",4
Roanoke ,AL,"6,688",4
Hiawatha ,IA,"6,688",4
Nevada ,IA,"6,688",4
Duquesne ,PA,"6,682",4
West View,PA,"6,677",4
Tecumseh ,OK,"6,667",4
Darlington ,SC,"6,666",4
Lake City ,SC,"6,666",4
Irvington,NY,"6,666",4
Braidwood ,IL,"6,664",4
Franklin ,PA,"6,664",4
Willard ,OH,"6,664",4
Glen Ridge,NJ,"6,662",4
Hillsboro ,OH,"6,661",4
Harriman ,TN,"6,658",4
Edinboro,PA,"6,655",4
Martins Ferry ,OH,"6,654",4
Carencro ,LA,"6,653",4
Belle Plaine ,MN,"6,648",4
Litchfield ,IL,"6,647",4
Sweetwater ,TN,"6,645",4
Hudson Falls,NY,"6,644",4
Victoria ,MN,"6,643",4
Kill Devil Hills,NC,"6,642",4
Munford ,TN,"6,634",4
Carthage ,TX,"6,633",4
Seneca Falls,NY,"6,629",4
Elsa ,TX,"6,624",4
Wickenburg,AZ,"6,620",4
Union Beach,NJ,"6,620",4
Park City ,IL,"6,609",4
Catoosa ,OK,"6,607",4
Laurel ,MT,"6,605",4
Fort Bragg ,CA,"6,604",4
Louisville ,MS,"6,604",4
Blanchard ,OK,"6,599",4
Allendale,NJ,"6,599",4
Pahokee ,FL,"6,598",4
Guadalupe ,CA,"6,593",4
Opp ,AL,"6,582",4
Morrilton ,AR,"6,581",4
Tamaqua,PA,"6,581",4
Sioux Center ,IA,"6,581",4
Gulf Breeze ,FL,"6,580",4
Avon,CO,"6,578",4
Othello ,WA,"6,577",4
Lawrence,NY,"6,573",4
Gretna ,NE,"6,572",4
North Syracuse,NY,"6,570",4
Larchmont,NY,"6,567",4
Columbia ,MS,"6,567",4
East Alton,IL,"6,563",4
Litchfield ,MN,"6,560",4
Catasauqua,PA,"6,558",4
Greenbrier,TN,"6,553",4
Souderton,PA,"6,553",4
New Paltz,NY,"6,553",4
Mexia ,TX,"6,552",4
Green Cove Springs ,FL,"6,551",4
Mountainside,NJ,"6,551",4
Clifton Heights,PA,"6,541",4
Metropolis ,IL,"6,540",4
Attalla ,AL,"6,540",4
Providence ,UT,"6,538",4
Leitchfield ,KY,"6,537",4
Belpre ,OH,"6,528",4
Valley Center ,KS,"6,521",4
Monahans ,TX,"6,516",4
Bronxville,NY,"6,516",4
Childress ,TX,"6,513",4
Salem ,IN,"6,502",4
Watchung,NJ,"6,502",4
Woodland Park ,CO,"6,501",4
Tarrant ,AL,"6,499",4
Sidney ,NE,"6,499",4
Belle Isle ,FL,"6,497",4
Tyrone,GA,"6,492",4
Monticello,NY,"6,490",4
Archbald,PA,"6,488",4
Madison ,SD,"6,482",4
Milford,MI,"6,482",4
Ishpeming ,MI,"6,480",4
Gridley ,CA,"6,478",4
Manorhaven,NY,"6,478",4
De Soto ,MO,"6,477",4
Buena Vista ,VA,"6,471",4
Bethel ,AK,"6,468",4
Moraine ,OH,"6,467",4
Raton ,NM,"6,465",4
New Square,NY,"6,461",4
Spring Lake Park ,MN,"6,458",4
Rochester ,IN,"6,457",4
Geneseo ,IL,"6,437",4
Salem ,UT,"6,435",4
Pelham,NY,"6,435",4
Batesville ,IN,"6,434",4
Estes Park,CO,"6,432",4
Decatur ,TX,"6,432",4
Winooski ,VT,"6,429",4
Meadows Place ,TX,"6,427",4
Oakmont,PA,"6,423",4
Mahomet,IL,"6,422",4
Milton-Freewater ,OR,"6,421",4
Henderson ,TN,"6,418",4
Riverdale Park,MD,"6,418",4
Cuero ,TX,"6,417",4
Solvay,NY,"6,417",4
Pikeville ,KY,"6,413",4
Fort Myers Beach,FL,"6,410",4
Rossford ,OH,"6,404",4
Abilene ,KS,"6,400",4
Princeton ,KY,"6,398",4
Pratt ,KS,"6,397",4
Commerce ,GA,"6,394",4
Hamilton ,AL,"6,393",4
St. John ,MO,"6,381",4
Scappoose ,OR,"6,377",4
Prospect Park,PA,"6,374",4
Eatonton ,GA,"6,373",4
Monroeville ,AL,"6,372",4
Cheverly,MD,"6,372",4
Robinson ,IL,"6,369",4
Fair Oaks Ranch ,TX,"6,367",4
Jamesburg,NJ,"6,367",4
Cortland ,OH,"6,364",4
Upper Sandusky ,OH,"6,364",4
Albertville ,MN,"6,360",4
Milton,PA,"6,359",4
Somerset,PA,"6,359",4
Emmett ,ID,"6,357",4
Cherry Hills Village ,CO,"6,355",4
Dillon ,SC,"6,353",4
Keene ,TX,"6,350",4
Sellersburg,IN,"6,346",4
Brier ,WA,"6,344",4
Grove ,OK,"6,338",4
Hurricane ,WV,"6,335",4
Milford ,OH,"6,332",4
Robbins,IL,"6,331",4
Du Quoin ,IL,"6,326",4
"Islamorada, Village of Islands",FL,"6,323",4
Anadarko ,OK,"6,323",4
Vandalia ,IL,"6,321",4
Ponchatoula ,LA,"6,320",4
Hilton,NY,"6,319",4
Hughson ,CA,"6,312",4
Bedford ,VA,"6,312",4
Corry ,PA,"6,307",4
Grandview Heights ,OH,"6,306",4
Glenarden ,MD,"6,306",4
Hartford City ,IN,"6,302",4
White Oak ,TX,"6,298",4
North Vernon ,IN,"6,296",4
Stroudsburg,PA,"6,294",4
Lago Vista ,TX,"6,293",4
Union ,OH,"6,293",4
Geneva ,OH,"6,291",4
Estherville ,IA,"6,291",4
La Grange ,KY,"6,286",4
Marianna ,FL,"6,284",4
Cynthiana ,KY,"6,283",4
Alpine ,TX,"6,280",4
Umatilla ,OR,"6,280",4
Millersville ,TN,"6,279",4
Iowa Park ,TX,"6,276",4
Gladewater ,TX,"6,275",4
Sealy ,TX,"6,275",4
Rittman ,OH,"6,274",4
Valley Park ,MO,"6,274",4
Holly,MI,"6,273",4
Rensselaer ,IN,"6,271",4
East Rochester,NY,"6,269",4
Carbondale,CO,"6,266",4
Willows ,CA,"6,266",4
Mills River,NC,"6,266",4
Rockaway,NJ,"6,263",4
Princeton ,WV,"6,261",4
Seaside ,OR,"6,258",4
Horseheads,NY,"6,254",4
California,PA,"6,252",4
Manasquan,NJ,"6,251",4
Walker,LA,"6,249",4
Canal Winchester,OH,"6,248",4
Kimberly,WI,"6,244",4
Tuckahoe,NY,"6,244",4
East Aurora,NY,"6,242",4
Crete ,NE,"6,241",4
North Riverside,IL,"6,240",4
Normandy Park ,WA,"6,240",4
Forest Hills,PA,"6,240",4
Shrewsbury ,MO,"6,235",4
Orange Beach ,AL,"6,231",4
Peoria Heights,IL,"6,230",4
Valley City ,ND,"6,230",4
Kodiak ,AK,"6,228",4
Eudora ,KS,"6,226",4
Lake Bluff,IL,"6,222",4
Sandersville ,GA,"6,219",4
St. Augustine Beach ,FL,"6,218",4
Talent ,OR,"6,215",4
Fircrest ,WA,"6,213",4
Brookings ,OR,"6,213",4
Norwood,NJ,"6,211",4
Pigeon Forge ,TN,"6,204",4
Livingston,TX,"6,203",4
Ambler,PA,"6,196",4
Lynchburg,TN,"6,195",4
Orting ,WA,"6,188",4
Round Lake Park,IL,"6,181",4
Clearfield,PA,"6,173",4
Butner,NC,"6,169",4
South Weber ,UT,"6,167",4
Cottage Grove,WI,"6,166",4
Hillsboro ,IL,"6,164",4
Monticello ,KY,"6,162",4
Bartonville,IL,"6,160",4
Milliken,CO,"6,159",4
Portland ,IN,"6,158",4
Bellefonte,PA,"6,151",4
Taylor,PA,"6,151",4
Caruthersville ,MO,"6,145",4
Cedarhurst,NY,"6,142",4
Washingtonville,NY,"6,139",4
Jackson ,OH,"6,138",4
Port Clinton ,OH,"6,135",4
Elm Grove,WI,"6,133",4
Big Bear Lake ,CA,"6,131",4
Purcell ,OK,"6,129",4
Isanti ,MN,"6,123",4
Wilmington ,IL,"6,122",4
Seminole ,TX,"6,122",4
Pauls Valley ,OK,"6,121",4
Clyde ,OH,"6,121",4
Covington ,VA,"6,120",4
Little Silver,NJ,"6,119",4
Independence ,IA,"6,119",4
Warren ,AR,"6,118",4
Princeton ,TX,"6,117",4
St. Joseph ,MN,"6,114",4
Huntingburg ,IN,"6,112",4
Manistee ,MI,"6,110",4
Crafton,PA,"6,109",4
Greenville,PA,"6,103",4
Gardiner ,ME,"6,100",4
Bridgeport ,TX,"6,099",4
Ralston ,NE,"6,095",4
Hobart,WI,"6,094",4
Swarthmore,PA,"6,090",4
Stanwood ,WA,"6,089",4
Aberdeen ,MS,"6,089",4
Wharton,NJ,"6,083",4
Oelwein ,IA,"6,082",4
Pontoon Beach,IL,"6,081",4
Canton,NY,"6,077",4
Paulsboro,NJ,"6,075",4
Mount Healthy ,OH,"6,070",4
Rushville ,IN,"6,068",4
New Brighton,PA,"6,068",4
Montevallo ,AL,"6,061",4
Steilacoom,WA,"6,061",4
Harrisville ,UT,"6,060",4
Vinita ,OK,"6,059",4
Gypsum,CO,"6,052",4
Ada,OH,"6,052",4
Manvel ,TX,"6,051",4
Carlisle ,OH,"6,051",4
Trenton ,MO,"6,047",4
Medina,NY,"6,046",4
Chester ,SC,"6,045",4
Plymouth,PA,"6,041",4
Red Lion,PA,"6,041",4
Pacific ,WA,"6,040",4
Thurmont,MD,"6,037",4
Tuttle ,OK,"6,036",4
District Heights ,MD,"6,034",4
Macclenny ,FL,"6,032",4
Henryetta ,OK,"6,031",4
Valparaiso ,FL,"6,030",4
The Village of Indian Hill ,OH,"6,030",4
Old Tappan,NJ,"6,029",4
Petoskey ,MI,"6,028",4
Nazareth,PA,"6,020",4
Carlstadt,NJ,"6,019",4
Forest Hills ,TN,"6,018",4
McKees Rocks,PA,"6,018",4
Ellettsville,IN,"6,017",4
South Williamsport,PA,"6,017",4
South Tucson ,AZ,"6,013",4
Madras ,OR,"6,011",4
Satsuma ,AL,"6,008",4
Morris Plains,NJ,"6,005",4
Wilmore ,KY,"6,004",4
Douglass Hills ,KY,"6,002",4
Marion,VA,"6,001",4
Barnesville ,GA,"5,998",4
Gilberts,IL,"5,996",4
Northville ,MI,"5,996",4
Bisbee ,AZ,"5,991",4
Okeechobee ,FL,"5,987",4
Duvall ,WA,"5,982",4
Columbiana ,OH,"5,981",4
Hapeville ,GA,"5,978",4
Gun Barrel City ,TX,"5,975",4
Burnet ,TX,"5,974",4
Lebanon ,KY,"5,973",4
Starke ,FL,"5,972",4
Forest ,MS,"5,972",4
Douglas ,WY,"5,971",4
Villa Park ,CA,"5,967",4
Rockdale ,TX,"5,966",4
Carlinville ,IL,"5,962",4
Minnetrista ,MN,"5,960",4
Lewistown ,MT,"5,954",4
Sturgis ,SD,"5,950",4
Crystal Springs ,MS,"5,950",4
De Queen ,AR,"5,948",4
Guadalupe,AZ,"5,948",4
Chickasaw ,AL,"5,948",4
Punxsutawney,PA,"5,944",4
Woodcliff Lake,NJ,"5,941",4
Wellston ,OH,"5,936",4
Littlefield ,TX,"5,929",4
Pontotoc ,MS,"5,924",4
Scottsburg ,IN,"5,912",4
Fair Haven,NJ,"5,910",4
Belmar,NJ,"5,908",4
Maquoketa ,IA,"5,908",4
International Falls ,MN,"5,906",4
Exeter,PA,"5,905",4
Dickson City,PA,"5,903",4
Aspen ,CO,"5,902",4
Chillicothe ,IL,"5,901",4
Willow Springs,IL,"5,898",4
Eagle,CO,"5,897",4
La Habra Heights ,CA,"5,893",4
Colusa ,CA,"5,892",4
Orange City ,IA,"5,891",4
Richmond ,MO,"5,890",4
Jeanerette ,LA,"5,889",4
Mount Carmel,PA,"5,888",4
Lacy-Lakeview ,TX,"5,883",4
Quincy ,WA,"5,882",4
Waynesboro ,GA,"5,874",4
Mulvane ,KS,"5,866",4
Carolina Beach,NC,"5,864",4
Beardstown ,IL,"5,859",4
Flagler Beach ,FL,"5,859",4
Alexandria ,IN,"5,854",4
Bellevue ,KY,"5,852",4
Lincoln ,AL,"5,846",4
Prairie du Chien ,WI,"5,839",4
Sylvester ,GA,"5,833",4
Lauderdale-by-the-Sea,FL,"5,831",4
North Manchester,IN,"5,829",4
